Date,Open,Volume,Rate
1927-12-30,17.66,0,0.0
1928-01-03,17.76,0,0.005662514156285471
1928-01-04,17.719998999999998,0,-0.0022523085585587684
1928-01-05,17.549999,0,-0.009593679999643237
1928-01-06,17.66,0,0.006267863605006499
1928-01-09,17.5,0,-0.009060022650056633
1928-01-10,17.370001000000002,0,-0.00742851428571417
1928-01-11,17.35,0,-0.0011514679820686597
1928-01-12,17.469998999999998,0,0.006916368876080484
1928-01-13,17.58,0,0.006296565901348962
1928-01-16,17.290001,0,-0.01649596131968135
1928-01-17,17.299999,0,0.0005782532921773404
1928-01-18,17.26,0,-0.0023120810585016867
1928-01-19,17.379998999999998,0,0.006952433371958076
1928-01-20,17.48,0,0.0057537977994131335
1928-01-23,17.639999,0,0.009153260869565166
1928-01-24,17.709999,0,0.003968254193211705
1928-01-25,17.52,0,-0.010728346173255021
1928-01-26,17.629998999999998,0,0.006278481735159726
1928-01-27,17.690001000000002,0,0.00340340348289324
1928-01-30,17.49,0,-0.01130587838858821
1928-01-31,17.57,0,0.004574042309891472
1928-02-01,17.530001000000002,0,-0.0022765509391006328
1928-02-02,17.629998999999998,0,0.005704392144643677
1928-02-03,17.4,0,-0.013045888431417348
1928-02-06,17.450001,0,0.0028736206896552725
1928-02-07,17.440001000000002,0,-0.0005730658697382315
1928-02-08,17.49,0,0.0028669149732271303
1928-02-09,17.549999,0,0.003430474556889723
1928-02-10,17.540001,0,-0.000569686642147359
1928-02-14,17.440001000000002,0,-0.005701253950897601
1928-02-15,17.4,0,-0.002293635189585352
1928-02-16,17.35,0,-0.0028735632183906415
1928-02-17,17.040001,0,-0.0178673775216139
1928-02-20,16.950001,0,-0.005281689830886739
1928-02-21,17.110001,0,0.009439527466694552
1928-02-23,17.129998999999998,0,0.0011687901128700996
1928-02-24,17.18,0,0.0029189143560371337
1928-02-27,17.110001,0,-0.004074447031431855
1928-02-28,17.16,0,0.0029222090635763072
1928-02-29,17.26,0,0.00582750582750591
1928-03-01,17.299999,0,0.0023174391657009336
1928-03-02,17.299999,0,0.0
1928-03-05,17.57,0,0.01560699512179166
1928-03-06,17.67,0,0.005691519635742824
1928-03-07,17.58,0,-0.00509337860781004
1928-03-08,17.639999,0,0.0034129124004551336
1928-03-09,17.93,0,0.01643996691836548
1928-03-12,18.0,0,0.0039040713887339815
1928-03-13,17.92,0,-0.00444444444444435
1928-03-14,17.93,0,0.0005580357142856032
1928-03-15,18.07,0,0.007808142777467963
1928-03-16,18.26,0,0.010514665190924255
1928-03-19,18.360001,0,0.005476506024096325
1928-03-20,18.459999,0,0.005446513864568927
1928-03-21,18.65,0,0.010292579105773449
1928-03-22,18.6,0,-0.002680965147452931
1928-03-23,18.780001000000002,0,0.009677473118279609
1928-03-26,19.049999,0,0.014376889543296483
1928-03-27,18.940001000000002,0,-0.005774173531452541
1928-03-28,18.889999,0,-0.00264002097993568
1928-03-29,18.950001,0,0.0031763897922917187
1928-03-30,19.280001000000002,0,0.017414247102150646
1928-04-02,18.91,0,-0.01919092224113484
1928-04-03,19.02,0,0.005817028027498648
1928-04-04,18.99,0,-0.0015772870662461166
1928-04-05,19.23,0,0.012638230647709426
1928-04-09,19.27,0,0.0020800832033280887
1928-04-10,19.1,0,-0.008822003113648062
1928-04-11,19.440001000000002,0,0.017801099476439836
1928-04-12,19.41,0,-0.001543261237486673
1928-04-13,19.73,0,0.016486347243688835
1928-04-16,19.68,0,-0.002534211860111541
1928-04-17,19.52,0,-0.008130081300813016
1928-04-18,19.52,0,0.0
1928-04-19,19.629998999999998,0,0.005635194672131066
1928-04-20,19.34,0,-0.014773255974185131
1928-04-23,19.15,0,-0.009824198552223438
1928-04-24,19.25,0,0.005221932114882581
